lemma,count
προσεπισχυρίζω,1
πεποκέω,2
παρεάχνυμι,2
διαμαλάττω,2
δυρρέω,1
σωθίζω,1
διακεχίσνω,1
ἀναμείνω,2
ἐσημενάομαι,2
χαλεπάνω,1
συνειδόσι,1
ἀπλέω,6
τριχύσκω,1
σύνοιληφα,1
σεφέρω,9
προερευνάομαι,1
ὑποχονδρ́τω,4
σφήγνυμι,1
κατασώχω,2
ἐπιδεδεικνέομαι,7
διατααρίσκω,1
ἐκκειγνώσκω,3
κατακαλύψω,4
ἐνοφαίνω,10
δακρυσάω,1
θάλπω,103
συγκαταπόͅζω,1
γίγννησαμαι,1
ἐπιτατεύσσω,1
τιτυφῄσκω,1
συγκαθέζομαι,20
ἀμύκω,1
σκληρύννιμι,1
προνοούμεναι,1
προσεξαίρω,1
διακαυνιάζω,1
διαθερμῇσκω,1
χράη,1
κτετέω,5
παρίκειμαι,1
ὑπιβάλλω,1
συμφθίνω,2
σωρεύω,72
κερανν́ομαι,1
ἀνοιγέομαι,2
λοχέω,9
σύγκεκομμαι,1
καταναλόω,20
Θεοφορέω,1
σωζέομαι,3
ἀπολέχω,1
γράλφω,1
χολόομαι,6
ὑπερτέλλω,7
διαπίμπλαμαι,2
προσστήκω,3
μερμαίρομαι,1
ὐστερίζω,1
κασωρεύω,1
ἐπιζέω,18
πυκνάζω,1
ἄλω,1
διαπεπολεμέω,4
κατορμίζω,4
ὑπερίπταμαι,1
ἐπιγιγελάσκω,1
λήψω,4
προίστημι,20
ἐνφαίνω,2
συνταταχθάω,3
ὀνέμω,1
ἀναμένω,407
ἴσχολαμι,1
ὑποδράσσω,1
ἐμίθημι,9
ὑπεκλείπω,7
σεφορέω,1
ἐπιπρονέω,1
συμπράξω,1
ἐλυμέͅναμαι,1
ἀνταποκτέινω,1
ἔͅτημαι,1
ἐνμάσσω,2
ἀποσβεύνω,1
ἐπιπαραγίγνομαι,3
ἐγκατεκλείω,1
φθαρέω,4
ββλέμνυμι,1
μύζω,43
διαρρύπτω,33
ὀγκόω,30
γκεκληίω,1
ἀποκαταψύχω,1
ξυντεθολόω,1
ἵφυμι,1
κυνοδρομέω,5
ἐγκωμιάζομαι,1
χράʼμαι,2
ἐναβιβάζω,1
ἀτιτάλλομαι,1
ἐξιππεύω,8
τεθηπ́ρχομαα,2
προειστήκω,16
νίνοσημι,3
ἕμαι,6
γκολάπτω,1
ἀνακάω,2
πρόστημι,4
ὑπεραγωνιάω,3
ἀποτετόρνϊευμι,1
βαλλιζάνω,1
ἐξείργω,10
συνῆι,1
ἀναθαρρήω,1
γηράσκω,164
σπασθέω,3
ἐναπομάζω,1
ἄδι,6
πυ-κνῴζω,1
ἀπομαίνω,2
μετένηνεγμαι,3
συγώω,1
ὀνειροπολέω,31
πίπλαθαι,1
ἀπδημέω,1
βασανίω,1
γυμνέομαι,5
ἀποδαδύκομαι,1
μαθητιάω,1
ἀντιπαρατετάγσυμι,1
ὑπερέδω,3
διδάημι,1
παρεισίημι,1
τυπέω,14
ἀντελασσόω,1
κατοπτάω,15
ἐπίσχομαι,2
ἀρνήομαι,2
προχέομαι,1
καταπαίζω,1
ἀποδημέω,286
ἐξελίγνυμι,1
ἐφαπλέω,2
τίθημρμα,2
χωρῄζω,1
ὁποτερουόω,6
θεραπεύͅσκω,2
συμπεριενεχθέω,1
κατελέγω,1
Τραγῳδέω,2
συζεύγνυμυ,3
ὠμνύω,6
χνεχικραγη,1
ὑπαΐσσω,2
ἐκτριίβω,1
ἐποσπάω,2
πνίσσω,6
ἐπεγχύνω,1
πέλω,411
ἀπεξεσμενόω,1
παρασκευόω,1
ἀναλώννυμι,5
ἐκτυλέω,1
κεκτάω,1
ἀποτολμάω,28
προσσωρεύω,2
περιπεπέπτω,1
προσπ̈́εφυμι,1
περιτετεχίζω,3
ἀπένειμι,8
κριθάω,38
κατάστρωμαι,1
ἀνασταυρόομαι,1
ῥυμβονάω,1
προσπεπεροναίνω,1
τέσσαρακω,1
ἠγλαίζω,1
κατακώχιμαι,1
ἐκφλογέομαι,3
νωθρεύω,4
ἀνοδάω,1
ὑπονίφω,1
ἐκπεπολεμέω,2
συγυμνάζομαι,1
συσκηνέω,11
βλαβίημι,4
ἐξοιστράομαι,1
διέζομαι,1
ὑφέλλω,1
ὑποβιβάζω,3
ἀφεράω,1
καταπροτερέω,3
ὑπερφιλοσοφέω,2
ἀποξύρομαι,1
νεοχμέω,2
ὑπερδοκέω,1
ἐπηρεάω,1
κατατετρώω,1
ἐλάσσοσκω,1
διαπεράνω,3
προυφαίνω,10
διαστιλλόͅσκαμαι,1
πιτρώσκω,3
προυκόπτω,2
τονόω,21
βιβλήυκω,1
ξηντλέω,1
ἐπιστύφω,8
κεκάφηα,1
συγκατεφλγαίνω,1
διανέω,4
τιθύσκω,1
συνεφέπω,2
προγιφηναν́σκω,1
συντετ́ω,1
ἐκκνάω,2
διαγόω,1
κατασκευασθέωντι,2
διαβιβάζω,128
ξηράσιυμι,1
συνεξεύρω,1
ξυσσιτέομαι,1
ἀναφυσιόω,2
ὀλεσ́ζομαι,1
προξυνέρχομαι,1
συγκορυβαντιάω,1
ὑποπετάζω,1
μβεβροντάω,1
καινοποιέω,24
ἕλωμʼ2,1
ἀδικηνθάνω,1
σκῆπτομαι,1
συμπαρακομίζω,4
ἀντιπνέω,19
λειποψυχέω,15
ἀντεισκρίνω,1
ἀπηλεγέω,1
αὐτέω,10
προσεπιδείκνυμι,1
γνέω,3
συνερωτάω,3
συνεισφέρω,35
σκεδάννυμι,157
ὑπερικταίνομαι,1
ἐκθλιβείνω,1
παρακατίθημι,2
μεταπείθω,64
διαμεμίσημαι,1
πρωτεύω,232
κοινέω,3
ἀπολολεάι,1
ὁράωμαι,1
τεθλάζω,7
ὁπλομαχέω,14
βεβίωκα,2
ἀπογεύω,42
εὐρωίστημι,4
ἀπολαυέω,1
ὑπέρσχω,8
εἰσποιέω,106
χίσκω,2
ἀναπειστίθημι,7
αὐτόϊππω,1
εἰκοσιπέω,2
κλήνω,33
συνειρ́σσω,1
διδουλεύσκω,1
σχέθω%,20
ἐχθροποιέω,1
προλειόω,9
συνορθέω,1
ἐγκαινίζω,3
συναπογράφω,1
ἀποσφίγγω,8
μίμενημι,1
ὑπορβηθ́ω,2
ὑπερωτάω,1
ἀᾷ,5
ἀναδεικν-ύω,1
διασπείρω,265
προαποδείκνυμι,20
ρόικεκληι,1
περιατέω,2
μάζημι,1
πενθάνω,1
φυαίνω,1
τελεός,1
προγυμνάζω,18
διαπνέομαι,16
συνταρεάγνυμι,1
Ἁλιεύω,1
ἐπινήχω,1
δοάζω,3
πρηόνομαι,6
νεοκατασκεύομαι,1
διαχέω,156
ἐπολισθάνω,2
παραμενέω,1
προαποδείκνιμι,4
ἐπιφορτίζω,4
ἐκθλιβειίνω,1
δύνωω,1
ἀναλίσκομαι,20
εὔκω,1
ὑποζάω,1
ἐξιππάζω,3
προσαναμένω,2
ἀναζωουσ́ω,1
ἐκπλήγνυμι,78
χείω,2
παραπλέω,281
οἰδίζω,5
ἐξαλέγχω,1
ἀρδέσκω,2
προφυλάκω,1
ὑπερχολάω,2
πελάζω,187
λείω,1
φυλάχομαι,13
ἀπονέμομαι,3
περιπατέω,291
θάλτοω,1
προσῳκίζω,1
θυμιήομαι,1
καρκαίρω,1
περιτίλλω,3
δείκνυμς,1
παραχρίω,1
φαντάομαι,2
φθεγίκνυμι,2
ἐπαρτάομαι,1
αὐθίνω,1
διενέσσω,1
ποιήω,1
διαδέγω,1
ψχαίνω,1
στυφ́ω,1
κατειργάζομαι,41
τόρμν,1
σμαι,2
προεξανάγω,1
συνωδίνω,3
προσαναπεπληρώκω,1
συνίζω,19
μετατίθειμι,2
ἀπόλξυμι,1
ἀνατεέμω,1
ἐνθάπτω,9
ἐνακμάζω,16
παρανοέω,28
ἐπαφέρω,16
συνειισφέρω,2
ξυναπόλλυμι,1
δοιάσζομαι,2
θρύπτω,87
πένομαι,97
σύνημαι,3
ἐκνηστεύω,3
περιτέτομαι,1
ὀκλάζω,43
ἐκκαθῇρω,1
ἀνατιτ́ρομαι,2
ἀναξαίνω,8
ἀθέω,2
πιπαύͅσκω,1
ἐκπυίσκω,3
ἀπομύκνυμι,1
προκολάζω,1
ἐννεοττεύω,1
καταυτυχέω,1
πεκυρόω,2
ἀποδρέπω,2
ών,1
ὑπάρκω,1
προπεμφ́ͅζω,1
ἐκκωφόω,4
ἐπισυνιστάω,3
ἐκπεπονίναμαι,1
ξύστημι,1
ἀπατάω,273
ἀπαλπίω,1
ἀνταλαμβάνω,9
ψαίλω,2
ἐννεάνω,1
ταβεβλέω,2
κρύφω,2
ἐκλαχαίνω,2
φιλεργέω,5
κατιγιχώσκω,1
ξηραλοιφέω,5
ἐσφηνάω,1
συναριστεύω,1
παραδείρω,1
προσδιασαφέομαι,1
ἀνΐστημι,1
ξυίστημι,3
ἔγκατακεκριμαι,1
διαπίημε,1
προσορίζω,32
μέλελω,3
καθαγίζομαι,2
ἀνασάρκα,1
τετράω,32
ἰθύνω,68
περιβλοπέω,1
ἐξαθέλγω,2
προστυγχάνω,102
ἕͅμακμαι,1
αἴσθω,9
ἐρρυίσκω,1
ἐξολοθρέω,2
μελανέω,10
φαντάζομαι,16
συνανατρέπω,2
ἐμπρήδομαι,1
συντυρέω,1
ἐπῃνίημι,1
ἐντίιημι,1
καταπρηνίζω,1
προεκνέω,6
στρατέω,1
καταγινώσκομαι,1
δεδοκιμάζομαι,1
αἱμορροϊδίδωμι,1
περιαμύνω,1
ἐμπετάννυμι,1
πεβεβουλέω,1
ἐφυγραίνω,6
ἐξανιείω,2
τιέσκω,1
ἐμπετάζω,3
δυσσεβέω,3
καταίργω,2
ξυμφορέω,1
Τριόπαομαι,1
περιαβάλλω,7
εἰμιλλύ,4
ἀνθεάλλω,1
εἵπομαι,1
προέπτω,1
διελείψω,1
ὑπερδίπτω,1
ὀμφήκω,2
χρώω,14
Δομάρχομαι,1
πενταχέω,1
εἰκοτολογέω,1
συμπιριεφθείρω,1
καταψεύδομαι,167
κεκυρόω,3
θέω,486
ἀντιτορέω,6
ἀναυξαίνω,1
κραυγάω,1
καταχρίνω,3
χῶζω,1
φυράω,144
ἐξοͅδέω,1
ἐρωτ́ω,1
συνεξτίθημι,1
ὑπεκπροφεύγω,5
προμυλλαίνω,1
κατακαν́ζω,1
συνοικησάομαι,1
ἀφείλω,1
ἐξαλλάυσω,3
διαβησείω,1
θλάσσω,3
καταστάσσω,1
θεμιστεύω,21
ἀντινομέω,1
νάσομαι,1
παρέσχημαι,3
ἀνέπω,1
κόπτω,793
ἀπηγορέυκα,2
ὑποδινέομαι,1
εἴφθορα,3
διατυπόω,13
ἀναχάω,1
ἐκράσσω,12
ὡμολογῆκα,5
ἐκτάμνω,2
νεέμνω,2
κοπρίζω,1
συμσπουδάζω,1
ἀνθίσταμαι,4
διατινάσσω,4
περιανέω,4
ἀποτέμωμι,1
δεικέω,4
καταλείπτω,1
προστένω,1
συνδηιόω,1
λειποτακτέω,3
ἀντιτιμάω,9
σμαραγέω,9
συναναπαιυμί,2
ἐπικρεμάζω,1
διατέω,9
διασωπάω,1
λέλοιτουργηκα,1
ἀμφιέπειμι,2
ἀπομνημονεύομαι,1
σεσινάπικα,1
ἐρυσιβάω,1
θρᾳκιστί,1
τίκβρω,1
καταβυθίζω,3
ἁλίσκομοι,4
ἀποπίφυμι,4
δεδαμεύω,3
σποπέω,1
ἀναχεύω,1
δογιδράσκω,5
καταβιάζομαι,4
ἐγκεράζω,1
ἑξηκοντύω,1
ΗΓΟμαι,1
ἀδοξάνω,2
προὐχωρέω,53
φυλαίκω,2
μανχάνω,2
ἐπεγχέω,12
ἐσχατάω,14
συναρ́μνυμι,1
κλάγγω,2
ἀντιτετάω,2
ἐνενομοθετέω,1
ξυτετηκότοι,1
ἐπιπεράομαι,1
ὁπαλείβω,1
καυαρίσαισκω,1
συντίτημι,5
ψεκταίω,2
χολώζομαι,1
ἀνακόπτω,132
συμπαίσσω,1
πλήγω,13
περιέδω,3
κακομηχανέω,1
τμηαρίσαισκω,2
ἀβροτάζω,1
ὁτάζω,2
ἐγκλύζω,5
διαδύνω,33
ἐκφαγείω,1
δύπτω,4
ὑπερανίημι,1
ἐπενεγ́σκομαι,1
διαβεβοάω,3
προσεληλυθ́ρχομαα,1
πεποικνέιμαλ,3
θαμβαίνω,1
καταφονεύω,29
ἐκτατίθημι,7
ἱμείρομαι,1
συνθερμαίνω,6
προϊκρίθημι,1
ἐξανέρχομαι,1
ἐπίθημι,1
περιελγέω,2
ἀκολουθήκω,2
διακολλάω,1
ἀχαριστάω,2
περιπλέκτω,5
μμεμενέω,1
προσμανθάνω,12
διεφυλάσσω,5
ἐπικατασφάζω,14
τίμθρομβωμι,1
κατοπτρίζω,4
καθίημι,441
ὑφηνίσκω,2
ἁπλέω,2
πειράομαι,3
δίω,40
ἁνίζω,1
τετόλμημαι,1
ἐρρ́ω,1
παρεισεκυκλέω,1
κατεκοσμέω,1
ἀποστάζω,36
ἐπιξενόομαι,23
συλλοχίζω,4
ἐμπελαγίζω,1
φάρμαδω,1
φεψαλόομαι,1
φορέισʼκομαι,1
διενέγκιμι,1
δημιατῆω,1
παρανεγπίπτω,4
ἀνιστομόω,1
πενταθλάω,1
περιλαβάνω,1
ὀδύραμαι,2
ἀποκαρπίζομαι,1
ἐνηπόδω,1
ἀμφίστημι,8
ἐπεκπλέω,1
πικεκάμπτομαι,1
κατασκάφω,1
συναντέω,1
ξυνπεδίδωμι,1
δοιέω,2
ὑπείρω,4
πρόχω,21
ἀπαλλέγω,17
ἀτομόω,1
πραχ́ω,10
διαστείθω,1
ἀνκόπημι,1
μεταμελέω,14
μωροποιέω,1
ἐμτείνω,1
ὁμοιόο,1
ὀφλάω,3
συνικνέομαι,2
ΞΝ,1
ἵωραμι,18
βιβαρῄσκω,1
δίπτω,1
ἀρταίω,1
θεέω,2
συγκλέω,1
περινοστέω,36
διαλελ́ω,1
ἀπενέγω,2
καταέννυμι,2
εἰμίζω,1
ἀνειδωλοποιέω,3
καθηδυθέω,1
περιτρέμω,1
ἀνεψέω,1
ἡθέω,1
ἐμπεριάγω,2
χρήδω,9
ἱερουργέω,25
μιμιγ́υκω,11
συναπόλλυμι,89
δωροτελέω,1
ἐπακλωσ́νω,1
δυσπνέω,2
ἀγινεσκ́ω,1
ἐσθν́ω,3
ἐκπίημι,3
προσπλαίκω,1
προτέγσσω,1
συναορέω,1
ἀπτερύω,1
νέμω,1415
ἐπικείρω,3
ἀλεάζω,5
παραδιδέω,1
περίθεμι,1
διΐστημι,150
μεταυγάζω,2
ποταξευρέω,1
προεξάγω,5
παρεκτέτομαι,2
ξυνεμβάλλω,1
λαφύσσω,12
ἐκσεσείω,1
συνεισβάλλω,57
διάρομαι,1
ἀνθρακίζω,1
ὑποβέβλημαι,5
ξεληλάζω,2
Λαμβάνω,1
τοξέω,1
καταψύδω,1
εἴρσσω,4
δέσκω,2
ἀναμαιμάω,1
δανείδω,1
ξυγκράομαι,1
συνδιακομίζω,2
ἐμπλείω,1
ἐλσαίνω,1
ἔλω,2
θέλχω,1
τιμ́ω,1
θελέω,8
κατεστεφανόω,1
ὀπωίπω,2
συνίμβημι,3
ἐμφίπλημι,2
προσεπαπειλέω,1
μεσεμβάλλω,1
ἐφιστάνω,3
προσμισγ́ω,1
ἀνοιστρέω,1
πορίθω,9
ἀμπλάσσω,1
ἀντεπιπραχέω,1
γρηγόρω,4
ἀφωρίσσυμι,1
περιορχέομαι,1
ἠγρέυκα,1
πεφθέγγω,1
ἐπεγκυκλέω,1
παρεμφράσσω,1
ἐξαρθράο,4
ἀπονευρέω,6
προσκαταγελάω,1
ἐπικαταδαρθάνω,2
ἀνταποκτείνω,12
ἐπεβιιμά,1
ἐμπεποιέω,2
πορδάλιεομαι,1
μνηνέσσω,1
δαΐζω,26
Βαστάρσκω,1
ἀνδρίζω,27
μινυρίζω,12
συναπισπάω,1
ἐρατορεύω,1
κατελαύνω,4
δαΐσσομαι,1
διηχέω,8
εἰσορέω,1
κυπόω,1
τετάομαι,1
ἀπιστέω,731
προσγράφω,398
προτελέω,8
ποδαγριᾷν,1
ἐμρείθω,3
ἐφινίστημι,2
ἐπιβαίνω,804
κισσεύω,1
εὑράνομαι,2
αἰσχύνω,818
συμπροπέμπω,19
ἀνέαμες,5
ζητάομαι,2
συναλέγω,8
παρέργνυμι,1
προαπολέω,1
κωλύσω,1
ρισεσυλέω,2
θρυμ́ω,1
ἀποτολμέω,7
ἐγκεκλίκω,3
ἀποπροΐημι,3
σωθείσειινω,1
παραπόλλυμι,20
εὐθανατέω,3
πεζῆι,1
συναναγράφω,6
ὑπερκαθεύδω,1
ἐπιδικάω,4
διδοέρχομαι,2
μειδιάω,125
μεταιράω,1
ἀπέσχω,1
πεήγνυμι,6
ἀφοσιωθέω,1
καταφαίνομαι,1
εἰσέρπω,7
ἐκθορίσκω,1
προδιαγάω,1
πιστώννυμι,1
πίγφρυγμαι,1
σύγγεγυμνασμαι,2
διψέω,11
ἐπιμᾴσκομαι,1
ἄκρωτηριαμαι,1
εἰσαντάω,2
ἐληλίσκω,2
ἀντορχέω,1
ὑπεραποθνῄσκω,13
κρανοποιέω,1
πλουτήκω,1
προσεγκελεύομαι,1
κτήομαι,2
ὑπαλυθάνω,1
τοθλίπτω,1
τετολμηκεάνι,1
παρευτακτέω,2
ἐπιπήγνυμι,7
νενακνέομαι,1
ἀκροόα,5
ἐνφωνέω,1
ἀγωνίζω,21
φοιτέω,24
ἐντααρίσκω,1
ἀντισαγάγω,1
ἀπηρτίζημαι,1
ἐγκατακρύπτω,9
περιεβάλλω,1
καταξέω,1
ἀντισοφιστεύω,1
προσλάμπω,2
διαράσσω,19
μάλαττομαι,1
ναρίσκω,1
παρεμπίπραμαι,1
ʼσʼτί,1
συναχύνω,4
καθήρομαι,3
προειπέσκω,1
ἐκπεφεύγω,1
